,1/30/2024,1103,D,"Penjualan Wiring Harness ZX 234 kepada PT. Kawasaki Indonesia sebanyak 6.000 Pcs dengan harga @62.000/Pcs sebesar Rp. 372.000.000,-","412,920,000.00",0.00,"856,920,000.00",0.00,,,29-Feb-24,2102,,Penerimaan tagihan untuk sewa 4 unit kendaraan delivery periode Februari 2024 dengan biaya Rp. 50.000.000/unit,0.00,"218,000,000.00","1,246,520,000.00","11,414,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Account 6105 (Training Expense),,,,,,,
,Jumlah Bulan Januari,,,,,,"856,920,000.00",0.00,,,Jumlah Bulan Februari,,,,,,"1,246,520,000.00","11,414,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Januari,,,,,,,
,End Balance Bulan Januari,,,,,,"856,920,000.00",,,,End Balance Bulan Februari,,,,,,"-21,948,900,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/20/2024,6105,D,"Pembelian PT. Konsultan Enginering atas jasa pelatihan pembuatan model X sebesar Rp. 20.000.000,-","20,000,000.00",0.00,"20,000,000.00",0.00
,02-Feb-24,1103,D,"Penjualan Wiring Harness ZX 234 kepada PT. Suzuki Motor Indonesia sebanyak 15.500 Pcs dengan harga @94,000/Pcs sebesar Rp. 1.457.000.000,-","1,617,270,000.00",0.00,"1,617,270,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Januari,,,,,,"20,000,000.00",0.00
,12-Feb-24,1103,D,"Penjualan Wiring Harness ZX 234 kepada PT. Astra Honda Motor sebanyak 10.500 Pcs dengan harga @88.500 sebesar Rp. 929.250.000,-","1,031,467,500.00",0.00,"2,648,737,500.00",0.00,,,Account 2103 (Art 21 Payable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Januari,,,,,,"20,000,000.00",
,14-Feb-24,1103,D,"Penjualan Wiring Harness ZX 234 kepada PT. Yamaha Indonesia ssebanyak 11.500 Pcs dengan harga @88.300 sebesar Rp. 1.015.450.000,- ","1,127,149,500.00",0.00,"3,775,887,000.00",0.00,,,Januari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19-Feb-24,1103,D,"Menjual Wiring Harness ZX 234 kepada PT. Kawasaki Indonesia sebanyak 11.000 Pcs dengan harga @89.800 sebesar Rp. 987.800.000,-","1,096,458,000.00",0.00,"4,872,345,000.00",0.00,,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21-Feb-24,1103,D,"Menjual Wiring Harness ZX 234 kepada PT. Suzuki Indonesia sebanyak 12.500 Pcs dengan harga @93.500 sebesar Rp. 1.168.750.000,- dengan TOP 30 hari sejak invoice diterima Customer.","1,297,312,500.00",0.00,"6,169,657,500.00",0.00,,,25-Jan-24,2103,K,"Pembayaran gaji karyawan bulan Januari 2024 sebesar Rp. 750.000.000,- dan PPh 21 sebesar Rp. 55.000.000,-",0.00,"55,000,000.00",0.00,"55,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Account 6106 (Vehicle Rent Expense),,,,,,,
,26-Feb-24,1103,D,"Menjual Wiring Harness ZX 234 kepada PT. Astra Honda Motor sebanyak 9.000 Pcs dengan harga @89.900 sebesar Rp. 809.100.000,- ","898,101,000.00",0.00,"7,067,758,500.00",0.00,,,Jumlah Bulan Januari,,,,,,0.00,"55,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Januari,,,,,,,
,26-Feb-24,1103,K,"Penerimaan tagihan ke PT. Astra Honda Motor atas produk sebesar Rp. 400.000.000,- ditambah beserta pajaknya sebesar Rp. 44.000.000,- invoice tanggal 27 Januari 2024.",0.00,"444,000,000.00","7,067,758,500.00","444,000,000.00",,,End Balance Bulan Januari,,,,,,"-55,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit
,29-Feb-24,1103,K,"Penerimaan pembayaran dari PT. Kawasaki Indonesia sebanyak 6.000 Pcs dengan harga @62.000/Pcs sebesar Rp. 372.000,000,- ditambah pajaknya sebesar Rp 40.920.000,- invoice tanggal 30 Januari 2024.",0.00,"412,920,000.00","7,067,758,500.00","856,920,000.00",,,Februari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/12/2024,6106,D,Penyewaan 1 unit Mobil Alphard untuk seharga Rp. 10.000.000/bulan kepada PT. Adi Sarana Armada Tbk,"10,000,000.00",0.00,"10,000,000.00",0.00
,Jumlah Bulan Februari,,,,,,"7,067,758,500.00","856,920,000.00",,,15-Feb-24,2103,D,Pembayaran PPh 21 dan PPh 23 untuk masa pajak Januari 2024,"55,000,000.00",0.00,"55,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Januari,,,,,,"10,000,000.00",0.00
,End Balance Bulan Februari,,,,,,"7,067,758,500.00",,,,23-Feb-24,2193,K,"Pembayaran gaji karyawan bulan Februari 2024 sebesar Rp. 2.750.000.000,- dan PPh 21 sebesar Rp. 125.000.000,-",0.00,"125,000,000.00","55,000,000.00","125,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Januari,,,,,,"10,000,000.00",
,,,,,,,,,,,Jumlah Bulan Februari,,,,,,"55,000,000.00","125,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Februari,,,,,,,
,,,,,,,,,,,End Balance Bulan Februari,,,,,,"-125,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-Feb-24,6106,D,Pengajuan sewa 1 unit Mobil Alphard untuk seharga Rp. 10.000.000/bulan kepada PT. Adi Sarana Armada Tbk dengan kontrak selama 5 tahun yang akan dibayarkan setiap akhir bulan.,"10,000,000.00",0.00,"10,000,000.00",0.00
,Account 1104 - Inventory (Finished Goods),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Februari,,,,,,"10,000,000.00",0.00
,Januari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Februari,,,,,,"20,000,000.00",
,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit,,,Account 2104 (Art 23 Payable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/27/2024,1104,K,"Penjualan Wiring Harness ZX 234 kepada PT. Astra Honda Motor sebanyak 8.000 Pcs dengan harga @50.000/Pcs sebesar Rp. 400.000.000,-",0.00,"200,000,000.00",0.00,"200,000,000.00",,,Januari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/30/2024,1104,K,"Penjualan Wiring Harness ZX 234 kepada PT. Kawasaki Indonesia sebanyak 6.000 Pcs dengan harga @62.000/Pcs sebesar Rp. 372.000.000,-",0.00,"150,000,000.00",0.00,"350,000,000.00",,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Account 6107 (Internet Expense),,,,,,,
,Jumlah Bulan Januari,,,,,,0.00,"350,000,000.00",,,1/12/2024,2104,D,Penyewaan 1 unit Mobil Alphard untuk seharga Rp. 10.000.000/bulan kepada PT. Adi Sarana Armada Tbk,0.00,"200,000.00",0.00,"200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Januari,,,,,,,
,End Balance Bulan Januari,,,,,,"-350,000,000.00",,,,1/20/2024,2104,D,"Pembelian PT. Konsultan Enginering atas jasa pelatihan pembuatan model X sebesar Rp. 20.000.000,-",0.00,"400,000.00",0.00,"600,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit
,Februari,,,,,,,,,,1/31/2024,2104,D,"Penerimaan tagihan PT. Cyberindo Indonesia untuk internet bulan Januari 2024 sebesar Rp. 10.000.000,-",0.00,"200,000.00",0.00,"800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/31/2024,6107,D,"Penerimaan tagihan PT. Cyberindo Indonesia untuk internet bulan Januari 2024 sebesar Rp. 10.000.000,-","10,000,000.00",0.00,"10,000,000.00",0.00
,02-Feb-24,1104,K,"Penjualan Wiring Harness ZX 234 kepada PT. Suzuki Motor Indonesia sebanyak 15.500 Pcs dengan harga @94,000/Pcs sebesar Rp. 1.457.000.000,-",0.00,"423,150,000.00",0.00,"423,150,000.00",,,1/31/2024,2104,D,Penerimaan tagihan PT. Multidaya Trucking untuk sewa 4 unit kendaraan delivery bulan Januari 2024 dengan biaya Rp. 50.000.000/unit,0.00,"4,000,000.00",0.00,"4,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Januari,,,,,,"10,000,000.00",0.00
,12-Feb-24,1104,K,"Penjualan Wiring Harness ZX 234 kepada PT. Astra Honda Motor sebanyak 10.500 Pcs dengan harga @88.500 sebesar Rp. 929.250.000,-",0.00,"286,650,000.00",0.00,"709,800,000.00",,,Jumlah Bulan Januari,,,,,,0.00,"4,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Januari,,,,,,"10,000,000.00",
,14-Feb-24,1104,K,"Penjualan Wiring Harness ZX 234 kepada PT. Yamaha Indonesia ssebanyak 11.500 Pcs dengan harga @88.300 sebesar Rp. 1.015.450.000,- ",0.00,"313,950,000.00",0.00,"1,023,750,000.00",,,End Balance Bulan Januari,,,,,,"-4,800,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Februari,,,,,,,
,19-Feb-24,1104,K,"Menjual Wiring Harness ZX 234 kepada PT. Kawasaki Indonesia sebanyak 11.000 Pcs dengan harga @89.800 sebesar Rp. 987.800.000,-",0.00,"300,300,000.00",0.00,"1,324,050,000.00",,,Februari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Feb-24,6107,D,"Penerimaan tagihan pemakaian internet bulan Februari 2024 dari PT. Cyberindo Indonesia sebesar Rp. 10.000.000,-","10,000,000.00",0.00,"10,000,000.00",0.00
,21-Feb-24,1104,K,"Menjual Wiring Harness ZX 234 kepada PT. Suzuki Indonesia sebanyak 12.500 Pcs dengan harga @93.500 sebesar Rp. 1.168.750.000,- dengan TOP 30 hari sejak invoice diterima Customer.",0.00,"341,250,000.00",0.00,"1,665,300,000.00",,,12-Feb-24,2104,K,Pengajuan sewa 1 unit Mobil Alphard untuk seharga Rp. 10.000.000/bulan kepada PT. Adi Sarana Armada Tbk dengan kontrak selama 5 tahun yang akan dibayarkan setiap akhir bulan.,0.00,"200,000.00",0.00,"200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Februari,,,,,,"10,000,000.00",0.00
,26-Feb-24,1104,K,"Menjual Wiring Harness ZX 234 kepada PT. Astra Honda Motor sebanyak 9.000 Pcs dengan harga @89.900 sebesar Rp. 809.100.000,- ",0.00,"245,700,000.00",0.00,"1,911,000,000.00",,,15-Feb-24,2104,D,Pembayaran PPh 21 dan PPh 23 untuk masa pajak Januari 2024,"4,800,000.00",0.00,"4,800,000.00","200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Februari,,,,,,"20,000,000.00",
,Jumlah Bulan Februari,,,,,,0.00,"1,911,000,000.00",,,29-Feb-24,2104,K,"Penerimaan tagihan pemakaian internet bulan Februari 2024 dari PT. Cyberindo Indonesia sebesar Rp. 10.000.000,-",0.00,"200,000.00","4,800,000.00","400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,End Balance Bulan Februari,,,,,,"-2,261,000,000.00",,,,29-Feb-24,2104,K,Penerimaan tagihan untuk sewa 4 unit kendaraan delivery periode Februari 2024 dengan biaya Rp. 50.000.000/unit,0.00,"4,000,000.00","4,800,000.00","4,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Jumlah Bulan Januari,,,,,,"4,800,000.00","4,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Account 6108 (Trucking Expense),,,,,,,
,,,,,,,,,,,End Balance Bulan Januari,,,,,,"-4,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Januari,,,,,,,
,Account 1105 - Inventory (Raw Material),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit
,Januari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/31/2024,6108,D,Penerimaan tagihan PT. Multidaya Trucking untuk sewa 4 unit kendaraan delivery bulan Januari 2024 dengan biaya Rp. 50.000.000/unit,"200,000,000.00",0.00,"200,000,000.00",0.00
,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Januari,,,,,,"200,000,000.00",0.00
,1/10/2024,1105,D,"Pembelian bahan baku produksi (Wire) kepada PT. Ewindo Indonesia dengan total Rp. 2,675,000,000.00,-","2,675,000,000.00",0.00,"2,675,000,000.00",0.00,,,Account 2105 (VAT Out),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Januari,,,,,,"200,000,000.00",
,Jumlah Bulan Januari,,,,,,"2,675,000,000.00",0.00,,,Januari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Februari,,,,,,,
,End Balance Bulan Januari,,,,,,"2,675,000,000.00",,,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29-Feb-24,6108,D,Penerimaan tagihan untuk sewa 4 unit kendaraan delivery periode Februari 2024 dengan biaya Rp. 50.000.000/unit,"200,000,000.00",0.00,"200,000,000.00",0.00
,Februari,,,,,,,,,,1/27/2024,2105,K,"Penjualan Wiring Harness ZX 234 kepada PT. Astra Honda Motor sebanyak 8.000 Pcs dengan harga @50.000/Pcs sebesar Rp. 400.000.000,-",0.00,"44,000,000.00",0.00,"44,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Februari,,,,,,"200,000,000.00",0.00
,12/02/2024,1105,D,"Pembelian bahan baku produksi (Wire) kepada PT. Ewindo Indonesia sebesar Rp. 10,200,000,000.00,-","10,200,000,000.00",0.00,"10,200,000,000.00",0.00,,,1/30/2024,2105,K,"Penjualan Wiring Harness ZX 234 kepada PT. Kawasaki Indonesia sebanyak 6.000 Pcs dengan harga @62.000/Pcs sebesar Rp. 372.000.000,-",0.00,"40,920,000.00",0.00,"84,920,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Februari,,,,,,"400,000,000.00",
,Jumlah Bulan Februari,,,,,,"10,200,000,000.00",0.00,,,Jumlah Bulan Januari,,,,,,0.00,"84,920,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,End Balance Bulan Februari,,,,,,"10,200,000,000.00",,,,End Balance Bulan Januari,,,,,,"-84,920,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Februari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,02-Feb-24,2105,K,"Penjualan Wiring Harness ZX 234 kepada PT. Suzuki Motor Indonesia sebanyak 15.500 Pcs dengan harga @94,000/Pcs sebesar Rp. 1.457.000.000,-",0.00,"160,270,000.00",0.00,"160,270,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Account 6109 (Office Supplies Expense),,,,,,,
,Account 1106 - Prepaid Insurance,,,,,,,,,,12-Feb-24,2105,K,"Penjualan Wiring Harness ZX 234 kepada PT. Astra Honda Motor sebanyak 10.500 Pcs dengan harga @88.500 sebesar Rp. 929.250.000,-",0.00,"102,217,500.00",0.00,"262,487,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Februari,,,,,,,
,Januari,,,,,,,,,,14-Feb-24,2105,K,"Penjualan Wiring Harness ZX 234 kepada PT. Yamaha Indonesia ssebanyak 11.500 Pcs dengan harga @88.300 sebesar Rp. 1.015.450.000,- ",0.00,"111,699,500.00",0.00,"374,187,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit
,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit,,,19-Feb-24,2105,K,"Menjual Wiring Harness ZX 234 kepada PT. Kawasaki Indonesia sebanyak 11.000 Pcs dengan harga @89.800 sebesar Rp. 987.800.000,-",0.00,"108,658,000.00",0.00,"482,845,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Feb-24,6109,D,"Pembelian office supplies sebesar Rp. 3.500.000,- yang dibayarkan secara tunai.","3,500,000.00",0.00,"3,500,000.00",0.00
,05-Jan-24,1106,D,"Pembayaran premi asuransi selama 1 tahun kepada PT. Mitra Iswara sebesar Rp. 120.000.000,- untuk gedung dan bangunan",120000000,0.00,"120,000,000.00",0.00,,,21-Feb-24,2105,K,"Menjual Wiring Harness ZX 234 kepada PT. Suzuki Indonesia sebanyak 12.500 Pcs dengan harga @93.500 sebesar Rp. 1.168.750.000,- dengan TOP 30 hari sejak invoice diterima Customer.",0.00,"128,562,500.00",0.00,"611,407,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Februari,,,,,,"3,500,000.00",0.00
,Jumlah Bulan Januari,,,,,,"120,000,000.00",0.00,,,26-Feb-24,2105,K,"Menjual Wiring Harness ZX 234 kepada PT. Astra Honda Motor sebanyak 9.000 Pcs dengan harga @89.900 sebesar Rp. 809.100.000,- ",0.00,"89,001,000.00",0.00,"700,408,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Februari,,,,,,"3,500,000.00",
,End Balance Bulan Januari,,,,,,"120,000,000.00",,,,Jumlah Bulan Februari,,,,,,0.00,"700,408,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,End Balance Bulan Februari,,,,,,"-785,328,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Account 1107 - Prepaid Other Expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Account 6110 (Office Travel Expense – Overseas),,,,,,,
,Januari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Februari,,,,,,,
,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit
,1/15/2024,1107,D,"Pembelian license software enginering CATIA dari PT. Daya Digital Indonesia selama satu tahun sebesar Rp. 60.000.000,-","60,000,000.00",0.00,"60,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-Feb-24,6110,D,"Pembayaran tagihan perjalanan dinas ke jepang sebesar Rp. 35.000.000,- yang diajukan tanggal 12 Februari 2024 ","35,000,000.00",0.00,"35,000,000.00",0.00
,Jumlah Bulan Januari,,,,,,"60,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jumlah Bulan Februari,,,,,,"35,000,000.00",0.00
,End Balance Bulan Januari,,,,,,"60,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,End Balance Bulan Februari,,,,,,"35,000,000.00",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Account 1108 - Prepaid VAT In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Januari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tanggal,Nomor Akun,Ref,Keterangan,Debit,Kredit,Saldo Debit,Saldo Kredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/3/2024,1108,D,Pembelian aset gedung dan bangunan,"2,750,000,000.00",0.00,"2,750,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/4/2024,1108,D,"Pembelian mesin produksi sebanyak 5 unit kepada PT. KM Digitech dengan harga per unit sebesar Rp. 1.500.000.000,-","825,000,000.00",0.00,"3,575,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/5/2024,1108,D,Pembelian 2 kendaraan operasional merek Toyota Avanza kepada PT. Toyota Astra Motor seharga Rp. 275.000.000/unit,"60,500,000.00",0.00,"3,635,500,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/5/2024,1108,D,Pembelian laptop 10 unit kepada PT. Era Jaya Swasembada Tbk dengan harga Rp. 15.000.000/unit,"16,500,000.00",0.00,"3,652,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/5/2024,1108,D,"Pembelian peralatan kantor kepada PT. Anugrah Terindah dengan total Rp. 15,000,000.00,-","1,650,000.00",0.00,"3,653,650,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/5/2024,1108,D,Pembelian peralatan pabrik sebanyak 10 unit kepada PT. KM Digitech dengan harga Rp. 200.000.000/unit,"220,000,000.00",0.00,"3,873,650,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/10/2024,1108,D,"Pembelian bahan baku produksi (Wire) kepada PT. Ewindo Indonesia dengan total Rp. 2,675,000,000.00,-","294,250,000.00",0.00,"4,167,900,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/12/2024,1108,D,Penyewaan 1 unit Mobil Alphard untuk seharga Rp. 10.000.000/bulan kepada PT. Adi Sarana Armada Tbk,"1,100,000.00",0.00,"4,169,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/13/2024,1108,D,Pembelian 10 unit CCTV kepada PT. Indojaya Electric dengan harga Rp. 1.200.000/unit,"1,320,000.00",0.00,"4,170,320,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/15/2024,1108,D,"Pembelian license software enginering CATIA dari PT. Daya Digital Indonesia selama satu tahun sebesar Rp. 60.000.000,-","6,600,000.00",0.00,"4,176,920,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/15/2024,1108,D,"Pembelian software enginering CATIA kepada PT. Daya Digital Indonesia seharga Rp. 200.000.000,-","22,000,000.00",0.00,"4,198,920,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/20/2024,1108,D,"Pembelian PT. Konsultan Enginering atas jasa pelatihan pembuatan model X sebesar Rp. 20.000.000,-","2,200,000.00",0.00,"4,201,120,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/31/2024,1108,D,"Penerimaan tagihan PT. Cyberindo Indonesia untuk internet bulan Januari 2024 sebesar Rp. 10.000.000,-","1,100,000.00",0.00,"4,202,220,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1/31/2024,1108,D,Penerimaan tagihan PT. Multidaya Trucking untuk sewa 4 unit kendaraan delivery bulan Januari 2024 dengan biaya Rp. 50.000.000/unit,"22,000,000.00",0.00,"4,224,220,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jumlah Bulan Januari,,,,,,"4,224,220,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,End Balance Bulan Januari,,,,,,"4,224,220,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Februari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,05-Feb-24,1108,D,"Pembelian tambahan 5 mesin produksi dengan biaya sebesar Rp. 2.000.000.000,-/per unit kepada PT. KM Digitech Indonesia.","1,100,000,000.00",0.00,"1,100,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-24,1108,D,"Pembelian bahan baku produksi (Wire) kepada PT. Ewindo Indonesia sebesar Rp. 10,200,000,000.00,-","1,122,000,000.00",0.00,"2,222,000,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12-Feb-24,1108,D,Pengajuan sewa 1 unit Mobil Alphard untuk seharga Rp. 10.000.000/bulan kepada PT. Adi Sarana Armada Tbk dengan kontrak selama 5 tahun yang akan dibayarkan setiap akhir bulan.,"1,100,000.00",0.00,"2,223,100,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15-Feb-24,1108,D,"Pembelian office supplies sebesar Rp. 3.500.000,- yang dibayarkan secara tunai.","385,000.00",0.00,"2,223,485,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29-Feb-24,1108,D,"Penerimaan tagihan pemakaian internet bulan Februari 2024 dari PT. Cyberindo Indonesia sebesar Rp. 10.000.000,-","1,100,000.00",0.00,"2,224,585,000.00",0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
